epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,32.6585,0.65764,0.42171,0.79577,0.94785,0.79029,0.88144,0.55267,1.09733,0.70944,0.80716,0.000874842,0.000874842,0.000874842
146,32.8648,0.63925,0.41094,0.76469,0.94785,0.79029,0.88144,0.55267,1.09733,0.70944,0.80716,0.00086934,0.00086934,0.00086934
147,33.0701,0.73758,0.42194,0.79185,0.94785,0.79029,0.88144,0.55267,1.09733,0.70944,0.80716,0.000863839,0.000863839,0.000863839
148,33.2869,0.66884,0.42309,0.78469,0.95607,0.78261,0.87469,0.5774,1.07152,0.66165,0.80585,0.000858338,0.000858338,0.000858338
149,33.4926,0.72473,0.46213,0.7963,0.95607,0.78261,0.87469,0.5774,1.07152,0.66165,0.80585,0.000852837,0.000852837,0.000852837
150,33.7012,0.6464,0.42573,0.78801,0.95607,0.78261,0.87469,0.5774,1.07152,0.66165,0.80585,0.000847336,0.000847336,0.000847336
151,33.9087,0.68347,0.42914,0.79281,0.95607,0.78261,0.87469,0.5774,1.07152,0.66165,0.80585,0.000841835,0.000841835,0.000841835
152,34.2144,0.63547,0.42057,0.79794,0.94542,0.78261,0.87354,0.63612,0.94733,0.65762,0.79788,0.000836334,0.000836334,0.000836334
153,34.4669,0.63304,0.36649,0.79017,0.94542,0.78261,0.87354,0.63612,0.94733,0.65762,0.79788,0.000830833,0.000830833,0.000830833
154,34.7237,0.62933,0.38655,0.78,0.94542,0.78261,0.87354,0.63612,0.94733,0.65762,0.79788,0.000825332,0.000825332,0.000825332
155,34.9872,0.68629,0.38544,0.77987,0.94542,0.78261,0.87354,0.63612,0.94733,0.65762,0.79788,0.000819831,0.000819831,0.000819831
156,35.2585,0.67475,0.38452,0.78014,0.94275,0.78261,0.86794,0.59865,1.01737,0.76578,0.7962,0.000814329,0.000814329,0.000814329
157,35.4659,0.63252,0.37296,0.77685,0.94275,0.78261,0.86794,0.59865,1.01737,0.76578,0.7962,0.000808828,0.000808828,0.000808828
158,35.6766,0.65138,0.38931,0.78548,0.94275,0.78261,0.86794,0.59865,1.01737,0.76578,0.7962,0.000803327,0.000803327,0.000803327
159,35.8839,0.62135,0.37771,0.77359,0.94275,0.78261,0.86794,0.59865,1.01737,0.76578,0.7962,0.000797826,0.000797826,0.000797826
160,36.0991,0.66996,0.37526,0.77351,0.93211,0.78261,0.8834,0.57035,1.10264,0.84584,0.79798,0.000792325,0.000792325,0.000792325
